Neighborhood,Bedrooms,Bathrooms,Square_Feet,Year_Built,Age,Property_Type,Garage_Spaces,Has_Pool,Has_Fireplace,Has_AC,Lot_Size,Distance_to_School,Distance_to_Shopping,Distance_to_Highway,Price
Suburban,3,2,1701,1962.0,62,Townhouse,2,0,1,1,8499.0,0.4,2.1,1.7,289012
Uptown,4,5,2377,1994.0,30,Single Family,2,1,0,0,,0.5,1.1,4.5,502205
Downtown,4,4,2010,2014.0,10,Townhouse,2,0,0,0,6908.0,0.3,2.2,2.1,462012
Industrial,1,3,754,1996.0,28,Single Family,1,0,0,1,5315.0,0.5,1.9,3.1,115952
Downtown,2,2,1445,2007.0,17,Condo,1,0,1,0,12137.0,0.2,0.6,3.1,351127
Suburban,1,3,932,1954.0,70,Single Family,1,0,1,1,8119.0,0.7,3.4,3.3,144319
Hillside,3,4,1849,1954.0,70,Single Family,2,0,1,1,3430.0,0.7,3.2,1.5,289844
Downtown,3,3,1707,2009.0,15,Townhouse,0,0,0,0,9932.0,2.5,9.0,1.4,391356
University,2,3,822,1970.0,54,Single Family,2,1,0,1,6972.0,2.4,0.4,0.0,156852
Downtown,5,6,2735,1973.0,51,Single Family,1,0,1,1,11580.0,2.4,3.8,0.5,596954
Industrial,3,4,2114,1967.0,57,Single Family,1,0,0,1,7975.0,1.3,4.1,9.0,201357
Industrial,2,1,1556,1970.0,54,Single Family,1,0,1,1,5912.0,0.6,2.1,5.5,172765
Uptown,3,4,992,2003.0,21,Single Family,1,0,1,1,,0.8,1.4,1.0,285216
Industrial,3,3,1790,1959.0,65,Single Family,1,1,0,1,6792.0,0.6,6.3,1.5,218182
Riverside,1,1,806,1973.0,51,Single Family,2,0,0,0,9469.0,1.3,7.2,8.4,67017
Suburban,2,2,1083,2009.0,15,Townhouse,1,0,0,1,5644.0,4.2,2.1,0.9,204491
Suburban,4,4,2124,2006.0,18,Single Family,2,0,1,1,11731.0,0.5,0.9,2.3,412925
Hillside,3,4,1670,1972.0,52,Single Family,1,1,1,0,9105.0,0.9,3.4,0.1,357992
Hillside,3,3,1801,1971.0,53,Duplex,2,1,1,1,8673.0,1.6,0.2,2.9,362351
Suburban,3,4,1711,2017.0,7,Condo,2,0,0,1,8219.0,2.8,0.7,8.0,275041
University,1,1,675,1983.0,41,Single Family,3,0,0,1,7939.0,0.4,8.5,6.5,97289
Hillside,2,2,1184,2019.0,5,Single Family,1,0,1,0,4191.0,0.5,3.4,2.1,234893
Uptown,3,3,1552,1977.0,47,Condo,1,0,0,1,8877.0,3.2,5.6,3.1,276418
Industrial,2,2,956,1988.0,36,Single Family,3,0,1,1,13777.0,0.1,1.8,2.5,205624
Suburban,1,1,625,1991.0,33,Single Family,0,0,0,1,10075.0,1.4,1.0,0.2,125660
Hillside,4,4,2057,1972.0,52,Single Family,2,0,0,1,9315.0,3.0,7.8,0.5,380089
Suburban,6,6,3184,2019.0,5,Townhouse,0,0,0,1,3395.0,3.8,0.7,10.0,496896
Riverside,4,4,1992,1951.0,73,Single Family,2,0,0,1,11258.0,0.0,2.8,0.9,335893
Downtown,4,4,1948,1973.0,51,Townhouse,0,0,1,0,10407.0,0.7,1.6,1.5,438471
Industrial,2,2,1063,1966.0,58,Townhouse,3,0,0,1,11502.0,0.4,0.5,2.1,110044
Suburban,5,6,2506,2014.0,10,Single Family,2,0,1,0,5288.0,1.3,0.0,11.6,453719
Downtown,2,4,1535,2019.0,5,Condo,1,0,0,1,6800.0,1.5,1.0,3.5,373050
Hillside,5,5,2900,2018.0,6,Single Family,0,0,0,1,3542.0,12.6,1.6,3.0,535227
Downtown,6,6,2957,2009.0,15,Single Family,1,0,0,0,3289.0,1.1,0.4,2.2,662433
Industrial,4,4,2127,1999.0,25,Single Family,2,0,0,1,6269.0,1.2,1.1,3.6,308300
Suburban,6,6,2791,1961.0,63,Single Family,1,0,0,1,9403.0,0.8,1.9,3.3,445486
Riverside,3,2,1624,1996.0,28,Single Family,1,1,1,0,6750.0,0.2,2.5,7.0,287546
University,2,2,1425,2016.0,8,Single Family,2,0,0,0,5992.0,0.5,0.1,2.3,223391
Hillside,3,3,1637,2014.0,10,Single Family,1,0,0,0,9018.0,0.4,2.2,1.6,352946
Suburban,3,3,1667,1976.0,48,Single Family,0,0,0,0,2000.0,2.4,0.1,4.9,238825
Industrial,1,1,894,1997.0,27,Single Family,0,0,0,1,6372.0,1.2,0.1,4.8,133355
Hillside,3,4,1581,2011.0,13,Townhouse,2,0,0,1,9014.0,0.5,0.3,0.6,334771
Uptown,6,6,2885,1993.0,31,Single Family,3,0,1,0,6789.0,1.0,2.1,0.8,621237
Downtown,2,3,896,1968.0,56,Townhouse,1,1,0,1,11897.0,0.4,0.1,9.6,204243
University,4,4,2209,2008.0,16,Single Family,2,0,0,1,6016.0,0.3,0.0,1.8,350281
Industrial,5,4,2970,1957.0,67,Single Family,0,0,1,1,6223.0,2.9,0.3,2.2,354862
Uptown,5,6,2389,2004.0,20,Single Family,1,0,0,0,5041.0,4.3,6.0,1.1,447219
Suburban,5,5,2574,1996.0,28,Single Family,2,0,0,1,5726.0,0.1,4.8,2.0,440132
Riverside,3,4,1870,,73,Single Family,1,0,0,1,8831.0,2.2,0.2,4.1,278556
Hillside,5,6,2756,1988.0,36,Single Family,2,0,0,1,10424.0,0.9,0.7,2.0,543545
Downtown,4,3,2047,1994.0,30,Duplex,2,0,0,1,14464.0,0.7,5.9,1.1,505118
Hillside,2,4,939,1981.0,43,Duplex,3,0,1,0,9732.0,1.8,0.2,0.3,221511
University,3,3,1753,2014.0,10,Single Family,0,0,1,1,4466.0,0.5,0.2,7.9,257864
Suburban,4,5,2125,1987.0,37,Townhouse,1,0,1,1,11724.0,0.0,0.2,6.2,394395
Hillside,2,2,1230,1960.0,64,Single Family,3,0,0,1,9461.0,0.4,7.5,4.7,221619
Downtown,3,4,1673,1959.0,65,Single Family,1,0,1,1,8086.0,0.3,2.7,3.6,342616
Suburban,3,2,1728,2008.0,16,Townhouse,2,1,0,1,11201.0,0.1,0.5,2.2,376700
Hillside,2,3,1372,2004.0,20,Single Family,1,0,0,1,15103.0,0.6,0.1,6.8,311302
Riverside,3,4,1763,1969.0,55,Single Family,1,1,0,1,7433.0,1.0,6.7,4.7,339911
Industrial,4,6,2056,1966.0,58,Single Family,0,0,0,0,5501.0,2.0,1.1,5.1,256687
Suburban,3,5,1776,2017.0,7,Single Family,2,1,1,1,11982.0,0.6,1.8,1.1,405937
Industrial,1,2,842,1954.0,70,Single Family,2,0,1,1,15968.0,0.3,0.7,1.7,104754
Suburban,1,2,1028,2009.0,15,Single Family,1,1,1,1,8434.0,0.4,2.8,3.7,238313
Riverside,3,3,1574,,52,Single Family,2,0,1,1,8092.0,3.3,0.4,1.4,286426
Industrial,5,5,2514,1995.0,29,Single Family,1,0,1,1,8516.0,0.3,3.1,2.0,395595
Uptown,2,2,975,2001.0,23,Townhouse,0,0,0,1,9347.0,3.2,0.5,3.1,221543
Downtown,3,3,1626,1959.0,65,Single Family,2,0,0,1,3774.0,0.9,0.2,1.7,297677
Uptown,2,2,1413,1995.0,29,Townhouse,2,0,1,0,8917.0,4.1,1.3,4.7,269101
Hillside,2,3,1093,1977.0,47,Townhouse,1,0,0,0,8820.0,0.8,3.4,0.4,206003
Riverside,4,4,2035,1992.0,32,Townhouse,1,0,1,0,8647.0,0.3,1.0,3.8,418081
Uptown,4,5,1618,1975.0,49,Townhouse,3,0,0,1,8501.0,1.2,0.1,0.5,380681
Suburban,1,1,626,2004.0,20,Single Family,2,0,0,0,8288.0,1.3,1.6,8.3,119911
Hillside,3,3,1478,1997.0,27,Single Family,2,0,0,1,2000.0,1.5,2.3,1.1,287894
Hillside,1,2,920,1978.0,46,Single Family,0,0,1,0,5836.0,0.8,2.7,4.8,131073
Uptown,3,4,1766,1976.0,48,Duplex,2,1,0,1,10567.0,0.1,1.0,2.2,385634
Uptown,3,4,1688,1967.0,57,Single Family,1,1,1,1,11271.0,1.5,0.2,0.3,368628
Riverside,2,3,1223,2009.0,15,Single Family,3,1,0,1,6731.0,4.1,1.8,2.6,292319
Downtown,2,2,1224,2023.0,1,Single Family,0,1,1,1,5130.0,4.7,0.8,7.3,330835
Uptown,3,4,1843,2018.0,6,Duplex,1,0,0,1,10150.0,1.4,5.9,0.5,391173
University,5,4,2542,2023.0,1,Single Family,1,1,0,1,8818.0,0.0,1.4,1.2,423564
Uptown,6,6,2833,1970.0,54,Single Family,2,0,0,1,7633.0,0.2,1.3,1.7,565037
Industrial,1,1,1158,1973.0,51,Single Family,2,0,0,1,10585.0,2.7,0.7,1.0,112122
Suburban,4,3,2489,1952.0,72,Duplex,1,1,0,1,4463.0,2.7,0.8,8.6,354445
University,3,3,1450,2011.0,13,Single Family,2,0,1,1,11482.0,4.4,1.4,1.4,290653
University,3,5,1804,1951.0,73,Single Family,2,0,0,1,3493.0,1.2,0.7,3.2,233792
Industrial,4,6,2717,2015.0,9,Townhouse,0,0,0,1,5524.0,3.0,4.5,0.8,368024
Industrial,5,5,2556,1991.0,33,Single Family,2,0,0,0,4877.0,2.6,1.2,0.7,301173
Hillside,5,4,2523,1983.0,41,Condo,3,0,0,0,6252.0,1.3,0.7,0.6,461238
Downtown,3,3,1688,1991.0,33,Single Family,0,0,0,1,8918.0,2.3,0.3,1.7,327385
Suburban,3,3,1798,1969.0,55,Single Family,0,0,0,1,10035.0,0.2,2.2,2.3,276336
Riverside,4,6,2250,2017.0,7,Condo,1,0,0,1,7755.0,1.5,0.1,0.0,500668
University,2,2,1051,1994.0,30,Duplex,0,0,0,1,4167.0,4.6,1.2,5.4,165011
Riverside,3,4,1694,1991.0,33,Single Family,1,0,0,1,2000.0,0.3,1.6,2.2,295588
Uptown,3,3,1246,1996.0,28,Single Family,2,1,1,1,10539.0,2.0,0.8,0.5,342767
Uptown,3,5,1658,1954.0,70,Condo,2,0,0,1,10167.0,0.6,2.8,0.2,337870
Riverside,2,2,1119,1998.0,26,Single Family,0,1,0,1,11212.0,2.5,2.3,0.2,228455
Uptown,2,3,1367,1986.0,38,Condo,2,0,0,1,7602.0,1.8,7.1,0.9,264051
Downtown,5,5,2168,1983.0,41,Condo,2,0,0,0,10004.0,3.9,1.4,2.1,452900
Industrial,2,3,1197,2022.0,2,Single Family,3,0,0,0,6081.0,1.9,1.5,5.9,127110
Uptown,3,3,1893,2019.0,5,Duplex,0,0,1,1,9441.0,0.8,0.6,7.0,404206
Hillside,2,2,1164,1967.0,57,Single Family,2,0,0,1,6560.0,0.0,1.0,5.4,243073
Uptown,1,3,519,1968.0,56,Townhouse,3,0,1,1,5557.0,2.4,0.1,1.2,146213
Suburban,1,3,951,1989.0,35,Single Family,2,0,0,1,8695.0,0.8,2.3,1.1,191357
Downtown,2,3,1182,1966.0,58,Condo,1,0,1,1,8539.0,1.7,0.7,13.1,238814
Suburban,4,5,2062,2009.0,15,Townhouse,0,0,1,1,10734.0,0.2,1.6,3.4,423256
Suburban,2,3,1154,1991.0,33,Townhouse,2,1,0,0,4146.0,3.3,0.6,1.1,192726
Hillside,5,4,2894,2021.0,3,Condo,1,0,0,1,10781.0,0.9,1.9,1.2,561136
Downtown,3,3,1388,2014.0,10,Single Family,3,0,0,1,8389.0,3.8,1.2,1.7,346915
Downtown,3,3,2266,2002.0,22,Single Family,2,0,1,0,11203.0,1.8,1.3,2.9,467612
Downtown,3,4,1621,1956.0,68,Condo,1,0,0,1,11172.0,0.2,5.7,6.8,376659
Downtown,3,3,1736,1954.0,70,Townhouse,2,1,0,1,2000.0,1.3,2.4,0.7,335919
Downtown,4,4,1985,1973.0,51,Condo,0,1,0,1,11145.0,3.6,0.6,0.3,444676
Hillside,2,3,1176,1977.0,47,Condo,1,0,0,1,11279.0,2.4,1.4,1.6,233500
Uptown,3,4,1543,2011.0,13,Single Family,2,0,1,1,4225.0,0.8,1.3,0.8,343940
Suburban,4,4,2220,1966.0,58,Single Family,2,0,1,1,3314.0,4.7,3.2,2.6,345790
Downtown,5,5,2217,1969.0,55,Single Family,1,0,0,1,10324.0,0.5,3.6,3.6,536543
University,4,4,2172,1952.0,72,Townhouse,2,0,0,0,8340.0,0.7,0.7,1.1,316245
Uptown,3,3,1263,1986.0,38,Single Family,1,1,0,1,6072.0,2.1,3.4,3.5,295761
Uptown,4,4,2154,1964.0,60,Townhouse,1,0,1,1,12316.0,0.4,0.4,1.3,447215
Suburban,3,4,1869,2000.0,24,Single Family,1,0,1,1,8907.0,1.1,2.9,3.0,330093
Hillside,3,4,1445,1997.0,27,Single Family,1,0,0,1,2000.0,2.0,0.6,3.0,271728
Riverside,2,3,1435,1957.0,67,Single Family,3,1,0,1,4947.0,1.5,0.7,1.0,247066
Riverside,3,3,1710,1962.0,62,Single Family,2,0,1,0,11127.0,0.3,3.8,3.0,299016
Uptown,2,3,1619,1997.0,27,Townhouse,2,0,0,1,8107.0,1.5,1.1,1.4,315119
Industrial,2,2,1128,1952.0,72,Single Family,2,0,0,1,5840.0,1.3,9.3,1.2,77935
Industrial,4,4,2663,2014.0,10,Single Family,0,0,0,1,9357.0,1.2,0.3,1.0,352624
Suburban,2,3,821,2022.0,2,Single Family,1,0,0,1,6176.0,2.6,1.2,1.3,153541
Riverside,1,1,834,1980.0,44,Townhouse,2,0,0,1,4258.0,0.3,2.6,4.6,104816
Uptown,1,1,560,1975.0,49,Condo,3,0,1,1,11050.0,2.1,0.0,0.8,140008
Hillside,5,6,2870,2005.0,19,Single Family,2,0,0,1,11502.0,2.1,0.3,3.4,593712
Riverside,3,3,1647,1983.0,41,Townhouse,1,0,0,1,9443.0,1.9,0.0,6.9,303213
Uptown,3,4,1665,1958.0,66,Single Family,1,0,0,1,3396.0,1.1,9.9,1.3,270978
Uptown,4,3,2188,2011.0,13,Single Family,0,0,1,1,13550.0,0.8,2.9,0.1,497276
Downtown,4,5,2099,1962.0,62,Townhouse,0,0,0,1,13448.0,0.8,0.9,0.1,502421
Hillside,2,2,1181,2018.0,6,Single Family,1,0,0,0,11819.0,2.0,0.3,0.5,308758
Downtown,3,2,1448,1990.0,34,Townhouse,2,0,0,1,8911.0,1.0,0.2,0.3,326890
Suburban,4,5,2133,1950.0,74,Single Family,1,0,1,0,8273.0,0.6,1.5,4.1,345673
Downtown,3,3,1775,1996.0,28,Duplex,2,1,0,0,9311.0,1.5,7.5,1.0,412343
University,2,2,1439,1953.0,71,Single Family,2,0,0,1,4575.0,2.7,2.2,3.2,117743
Downtown,4,3,2482,2012.0,12,Single Family,1,0,0,0,6365.0,0.1,0.9,0.1,539731
University,3,3,1265,2001.0,23,Condo,2,0,0,1,6241.0,5.4,1.4,1.1,189107
Riverside,2,2,1286,1959.0,65,Single Family,1,0,1,0,9821.0,0.2,13.6,0.8,175065
Industrial,3,2,1938,1977.0,47,Single Family,2,0,1,1,8741.0,1.1,1.5,1.0,231822
Uptown,1,3,875,1955.0,69,Single Family,2,0,0,0,5125.0,1.2,6.7,0.6,100007
University,2,1,832,1976.0,48,Single Family,2,0,0,0,3222.0,0.2,0.0,2.9,137382
Hillside,4,4,1841,1961.0,63,Single Family,3,0,0,1,9066.0,3.7,2.6,3.3,318943
Downtown,1,1,965,2011.0,13,Single Family,0,1,0,1,4810.0,1.0,2.0,0.5,223432
University,3,3,1758,2001.0,23,Townhouse,2,0,1,1,4234.0,0.2,2.3,4.1,227873
Hillside,3,5,1834,1997.0,27,Single Family,2,0,0,0,14289.0,1.9,1.7,0.9,388981
Industrial,1,1,743,2016.0,8,Townhouse,2,1,0,1,14929.0,1.6,0.1,1.0,142693
Industrial,5,6,2551,1995.0,29,Single Family,2,0,1,1,6652.0,4.9,0.3,5.3,354672
Downtown,2,2,1110,2023.0,1,Single Family,2,1,0,0,2529.0,0.9,5.1,6.9,243342
Suburban,2,3,1351,1964.0,60,Single Family,2,1,0,1,11632.0,0.5,0.5,5.2,275211
Downtown,2,3,1310,2020.0,4,Single Family,1,1,1,1,9008.0,0.1,9.9,0.5,336955
Riverside,2,3,1135,1985.0,39,Single Family,1,0,1,1,,2.0,2.3,21.7,189890
University,1,2,1211,1963.0,61,Single Family,2,0,1,1,6095.0,1.4,1.2,3.3,155387
Uptown,4,5,1758,1952.0,72,Single Family,2,0,1,1,4885.0,5.4,5.1,2.1,352792
Suburban,5,5,2471,2016.0,8,Single Family,3,0,0,1,7281.0,1.9,3.2,9.3,429956
Downtown,2,2,1131,1968.0,56,Single Family,0,0,0,1,8522.0,4.1,1.1,5.1,217699
Hillside,3,5,2066,,21,Single Family,1,0,0,1,5805.0,7.2,0.1,3.5,357383
Suburban,4,4,2219,2018.0,6,Townhouse,2,0,1,1,11889.0,0.8,4.1,5.5,408415
University,4,4,1970,1959.0,65,Single Family,2,0,0,1,2787.0,0.2,2.9,1.5,252942
Suburban,3,4,1644,1982.0,42,Single Family,3,0,0,1,9227.0,0.3,3.1,3.5,271163
University,2,2,1672,1962.0,62,Single Family,1,0,1,1,,0.6,2.7,0.6,235061
Downtown,2,4,1110,2000.0,24,Single Family,0,0,0,1,11656.0,1.1,0.6,13.3,303105
University,4,5,1747,1981.0,43,Single Family,1,0,0,0,5122.0,0.2,3.9,2.7,245806
Suburban,4,5,2158,1973.0,51,Condo,1,0,0,1,10117.0,0.5,0.0,5.0,312828
Hillside,2,3,1362,1984.0,40,Townhouse,3,0,0,1,9431.0,0.6,0.5,1.6,262458
Industrial,3,2,1833,2019.0,5,Townhouse,1,0,0,1,8732.0,0.0,0.1,4.3,284403
Suburban,5,5,2634,1989.0,35,Condo,1,0,0,1,5340.0,0.7,0.2,1.5,426377
University,4,4,2454,2003.0,21,Single Family,1,0,0,1,5680.0,0.2,1.5,2.7,377691
Industrial,6,6,2556,,31,Single Family,1,0,0,1,7111.0,0.8,0.1,4.5,393256
University,4,5,1859,2011.0,13,Townhouse,2,1,0,1,6492.0,0.3,0.4,0.4,354266
Hillside,3,5,1832,2017.0,7,Single Family,0,0,0,1,11780.0,2.6,0.5,1.3,428452
University,3,3,1478,1982.0,42,Single Family,1,1,0,1,8406.0,0.1,2.1,2.4,234866
Downtown,3,3,1408,2005.0,19,Townhouse,3,0,0,0,10384.0,3.0,1.3,1.2,382125
Uptown,1,3,1273,,39,Townhouse,0,0,0,1,3646.0,1.3,1.2,1.1,199484
Suburban,3,3,1376,2003.0,21,Single Family,2,0,1,1,2474.0,0.9,2.9,1.0,223550
Uptown,4,4,2029,1968.0,56,Single Family,1,0,1,1,7466.0,1.2,1.2,0.8,437257
University,2,2,1288,1992.0,32,Townhouse,2,0,0,1,4165.0,0.7,0.9,5.7,174039
Hillside,4,6,2361,1961.0,63,Condo,0,0,0,0,8119.0,0.2,6.6,7.7,388539
Suburban,3,4,1326,1960.0,64,Townhouse,1,0,0,1,5470.0,2.2,0.0,3.6,207790
University,5,6,2583,2019.0,5,Duplex,2,0,1,1,8918.0,3.9,0.7,0.1,410896
Industrial,1,2,721,1961.0,63,Single Family,1,0,1,1,5651.0,4.5,1.9,4.6,50000
Riverside,2,2,1425,1990.0,34,Single Family,2,0,0,0,9683.0,1.7,3.1,2.3,247976
University,3,3,1518,1974.0,50,Single Family,1,1,1,1,5357.0,0.8,3.4,4.3,201633
Uptown,2,3,1614,1952.0,72,Single Family,2,0,1,0,2407.0,1.0,0.1,1.7,232526
Suburban,4,4,1919,1952.0,72,Condo,3,0,0,1,10558.0,1.6,2.5,0.1,286954
Uptown,4,5,1607,1977.0,47,Duplex,0,0,0,1,5693.0,2.6,2.5,3.4,338448
Suburban,2,4,1142,1972.0,52,Single Family,1,1,0,0,12117.0,0.7,0.5,1.8,266479
University,3,4,1647,1997.0,27,Single Family,2,0,0,1,6075.0,3.7,0.2,6.2,218038
Downtown,3,4,1916,2016.0,8,Single Family,2,1,0,1,5532.0,0.6,2.8,4.0,507861
Industrial,3,4,1448,1991.0,33,Condo,0,0,1,1,7147.0,1.1,0.6,1.3,222515
University,5,6,2252,1989.0,35,Single Family,1,1,0,1,6318.0,4.9,0.0,3.9,368696
Uptown,4,4,2292,1955.0,69,Single Family,1,0,0,1,8378.0,4.2,0.5,2.1,373870
Riverside,3,2,1424,1969.0,55,Single Family,0,0,1,1,9207.0,1.8,0.1,0.7,220529
Riverside,4,4,2064,1960.0,64,Single Family,3,0,0,1,9662.0,0.6,0.6,1.6,373122
Hillside,3,4,1668,1976.0,48,Condo,2,0,0,1,7742.0,0.4,0.8,0.8,318347
Suburban,5,5,2543,1970.0,54,Single Family,2,1,0,1,3497.0,0.1,0.6,0.0,416092
Uptown,3,4,1550,1962.0,62,Single Family,1,0,0,0,13170.0,1.8,5.0,0.9,310694
Hillside,4,4,1914,1984.0,40,Single Family,0,0,0,1,6892.0,1.1,0.5,0.7,350108
Uptown,4,5,2166,1996.0,28,Single Family,2,1,1,1,6735.0,1.3,1.3,0.0,485480
Suburban,2,2,1120,1977.0,47,Townhouse,0,0,0,1,7733.0,1.0,6.3,4.6,156876
University,4,5,1828,1970.0,54,Single Family,1,1,0,0,7216.0,1.0,4.2,0.2,338055
University,2,3,1545,1967.0,57,Single Family,1,0,0,1,2752.0,1.3,0.7,1.8,133069
Riverside,2,2,1397,1980.0,44,Condo,2,1,1,0,9724.0,3.7,0.8,1.6,280634
University,2,2,1653,2009.0,15,Single Family,1,0,1,1,5538.0,0.0,1.8,0.6,244899
University,5,6,2656,1986.0,38,Townhouse,1,0,1,1,7028.0,2.4,5.0,10.2,384084
Downtown,4,4,1846,1970.0,54,Single Family,2,0,0,1,13278.0,0.7,0.0,2.8,445466
Riverside,4,4,2119,,61,Single Family,2,0,1,1,10833.0,2.0,1.0,5.0,425164
Hillside,4,6,1896,2009.0,15,Townhouse,0,0,1,1,12836.0,4.5,3.8,2.1,441272
Industrial,3,4,1369,1972.0,52,Condo,2,0,1,1,5968.0,0.5,1.1,3.8,156194
Downtown,5,6,2410,1978.0,46,Single Family,1,1,0,0,10190.0,0.1,2.5,10.5,572468
Hillside,3,3,1896,1996.0,28,Single Family,1,1,0,1,9209.0,0.4,2.4,1.3,391620
Suburban,3,3,1754,1979.0,45,Single Family,2,1,0,1,7836.0,0.4,0.5,2.1,297174
Downtown,2,3,1021,1987.0,37,Single Family,1,1,0,1,5748.0,2.0,1.2,2.2,257328
Hillside,4,5,2003,1976.0,48,Single Family,1,0,1,1,11253.0,0.1,1.7,14.5,401149
Suburban,4,5,2071,1964.0,60,Townhouse,2,1,0,1,6457.0,0.1,2.5,0.8,350203
Riverside,3,3,1362,2008.0,16,Single Family,3,1,0,1,8408.0,1.8,3.5,3.4,316176
Industrial,1,1,1042,1952.0,72,Single Family,2,0,0,0,10739.0,1.2,2.9,0.4,78474
Suburban,4,4,2054,1959.0,65,Single Family,0,0,0,1,5069.0,0.8,0.1,7.9,307758
University,1,1,621,1966.0,58,Single Family,1,1,0,0,4734.0,1.3,2.2,2.7,70141
Uptown,4,3,1810,1960.0,64,Townhouse,1,0,0,1,15548.0,2.0,1.4,5.9,380601
Suburban,5,4,2720,1997.0,27,Single Family,1,0,1,1,5419.0,0.2,1.7,6.8,423513
Suburban,3,5,1623,1954.0,70,Single Family,1,0,0,1,12850.0,1.2,0.9,2.4,253685
Industrial,2,2,1538,2018.0,6,Duplex,2,1,1,1,7840.0,2.6,2.5,3.4,225701
Uptown,4,5,2414,2013.0,11,Single Family,0,1,0,1,6722.0,0.7,2.2,3.6,520062
University,4,5,2304,1963.0,61,Single Family,1,0,1,1,7020.0,2.2,1.7,1.9,311707
Hillside,3,4,1593,1999.0,25,Single Family,2,0,0,1,7813.0,2.8,4.0,1.7,325501
Hillside,5,5,2000,1975.0,49,Duplex,1,0,0,1,12013.0,2.6,0.2,0.6,380634
Suburban,1,2,962,2021.0,3,Duplex,3,0,0,0,10268.0,1.6,0.7,1.5,242240
Uptown,3,4,2118,2018.0,6,Single Family,1,0,0,0,7365.0,1.9,1.4,14.1,402587
Uptown,4,5,2092,1956.0,68,Single Family,2,0,0,1,2402.0,2.3,6.4,0.9,328230
University,4,5,1702,1965.0,59,Condo,2,1,1,1,8061.0,2.0,0.1,4.3,312495
Industrial,2,4,1165,2004.0,20,Single Family,2,0,0,1,8398.0,0.9,0.8,0.2,163242
Riverside,4,5,2063,2005.0,19,Single Family,0,0,0,1,11775.0,0.3,5.2,1.9,422638
Hillside,3,3,1480,1953.0,71,Condo,3,1,1,0,3589.0,0.6,4.6,0.2,243539
Industrial,3,4,1187,1997.0,27,Single Family,0,0,0,1,6519.0,0.3,4.0,1.9,166950
Downtown,2,1,1280,1966.0,58,Single Family,0,0,0,1,6424.0,0.7,0.7,0.1,212530
Hillside,4,5,1943,1985.0,39,Condo,1,0,1,1,7832.0,1.0,3.8,2.9,375631
Industrial,2,2,1654,2019.0,5,Single Family,0,0,0,1,8273.0,4.8,1.4,2.6,226333
Hillside,2,2,1320,1987.0,37,Single Family,0,1,1,1,9315.0,4.8,1.9,4.8,295023
Riverside,2,3,1393,2011.0,13,Single Family,1,1,1,1,2315.0,2.2,0.5,2.6,263378
Downtown,4,5,2076,1997.0,27,Single Family,1,0,1,0,8518.0,5.9,2.5,7.8,463284
Riverside,3,3,1718,1959.0,65,Single Family,2,0,1,1,8736.0,9.3,0.8,4.6,243948
University,4,4,1769,1985.0,39,Single Family,0,0,0,0,8225.0,3.2,0.8,0.4,266024
Downtown,2,3,1091,1978.0,46,Townhouse,2,0,0,0,7467.0,0.1,2.0,0.9,253202
Suburban,3,3,1917,1953.0,71,Condo,3,0,1,0,2000.0,0.8,0.5,0.1,259617
Industrial,3,4,1741,1993.0,31,Single Family,1,0,0,0,9704.0,1.1,0.5,1.5,229503
Downtown,4,3,2020,2005.0,19,Townhouse,2,0,0,1,,0.2,0.9,2.1,442443
University,5,6,2597,1991.0,33,Townhouse,3,1,1,0,9841.0,2.5,3.0,8.8,417112
University,1,2,1001,1962.0,62,Townhouse,0,1,0,0,11750.0,0.2,0.5,2.2,147407
Riverside,3,3,2098,1995.0,29,Single Family,1,0,0,1,2971.0,0.7,3.1,4.6,322297
Hillside,1,1,932,1982.0,42,Condo,2,0,0,1,9749.0,0.1,2.4,0.9,177518
Downtown,3,3,1487,1970.0,54,Single Family,3,0,0,1,4293.0,1.1,2.3,0.5,272988
Industrial,2,3,1276,2006.0,18,Single Family,2,0,0,1,7872.0,1.4,1.3,5.0,127366
Downtown,2,3,1421,2018.0,6,Single Family,0,0,1,1,7622.0,2.0,2.7,0.9,359517
Uptown,3,4,1899,2019.0,5,Townhouse,3,0,1,1,10269.0,0.6,0.0,6.2,445832
Hillside,3,3,1376,2016.0,8,Single Family,0,0,1,0,9823.0,1.3,0.7,0.6,322052
Industrial,2,2,1350,1997.0,27,Single Family,1,0,0,1,8786.0,2.0,2.3,5.7,156729
Industrial,4,3,1920,1982.0,42,Townhouse,1,0,0,0,3069.0,2.2,8.7,4.4,197218
Suburban,3,3,1586,1985.0,39,Condo,1,0,0,0,2000.0,0.5,0.0,2.8,209540
Riverside,1,2,1069,1982.0,42,Townhouse,2,0,0,1,10736.0,0.1,1.4,5.7,219237
Suburban,4,5,2249,1980.0,44,Single Family,2,0,0,1,10239.0,0.1,5.1,1.2,370360
Industrial,2,3,1164,1970.0,54,Single Family,2,0,0,1,5007.0,2.2,4.0,0.5,97789
Hillside,3,3,1668,1976.0,48,Townhouse,0,0,0,1,9042.0,0.7,0.0,0.5,322792
Downtown,3,5,1592,2021.0,3,Single Family,2,0,0,1,7372.0,0.2,1.5,0.9,440462
Downtown,2,3,1878,2011.0,13,Townhouse,2,1,1,1,11259.0,0.3,0.0,1.8,475492
Hillside,1,3,955,1975.0,49,Single Family,1,0,0,0,8250.0,2.2,3.1,6.3,184635
Industrial,3,4,1532,2015.0,9,Condo,3,0,1,1,10701.0,1.4,0.7,0.3,266693
